Name
"PD Dr. med. Tomas Pfeiffer, Singen (Hohentwiel), Chirurg, Arzt"
" Christoph Schaper, Rhaunen, Allgemeinmediziner, Arzt"
"Dr. med. Sabine Fischer, Kirchberg (Hunsrück), Fachärztin für Innere Medizin, Ärztin"
" Ulrich Weinknecht, Rhaunen, Allgemeinmediziner, Arzt"
" Rudolf Windolph, Kirchberg (Hunsrück), Allgemeinmediziner, Arzt"
"Dr. med. Gerhard Frisch, Büchenbach, Allgemeinmediziner, Arzt"
"Dr. med. Heike Lorenz, Kirchberg (Hunsrück), Frauenärztin, Ärztin"
" Heinz Berndt, Kleinich, Allgemeinmediziner, Arzt"
"Dr. med. Ismail Adlany, Rhaunen, Allgemeinmediziner, Arzt"
" Rainer Rink, Rhaunen, Allgemeinmediziner, Arzt"
"Dr. med. Barbara Meinhardt, Sohren, Allgemeinmedizinerin, Ärztin"
"Dr. med. Norman Krämer, Lautzenhausen, Allgemeinmediziner, Arzt"
"Dr. med. Gabriele Risse, Sohren, Allgemeinmedizinerin, Ärztin"
" Rudolf Johnen, Sohren, Allgemeinmediziner, Arzt"
" Sabine Kretschmar, Büchenbeuren, Allgemeinmedizinerin, Ärztin"
"Dr. med. Stana Bugarschi, Büchenbeuren, HNO Ärztin, Ärztin"
" Ralf Rudolf Lippel, Büchenbeuren, HNO Arzt, Arzt"
"Dr. med. Peter Münster, Büchenbeuren, Facharzt für Innere Medizin, Arzt"
" Maria Jekeli-Halstein, Büchenbeuren, Psychiatrie u.Psychotherapie, Ärztin"
"Dr. med. Norman Krämer, Büchenbeuren, Allgemeinmediziner, Arzt"
"Dr. med. Harald Böhme, Büchenbeuren, Allgemeinmediziner, Arzt"
" Gunter List, Büchenbeuren, Allgemeinmediziner, Arzt"
"Dr. med. Barbara Meinhardt, Büchenbeuren, Allgemeinmedizinerin, Ärztin"
"Dr. med. Ulrike Alpers, Büchenbeuren, Allgemeinmedizinerin, Ärztin"
"Prof. Dr. med. Christian H. Flamme, Buchholz, Orthopäde und Unfallchirurg, Arzt"
"Dr. med. Martin-Christoph Buchwald, Buchholz, Facharzt für Innere Medizin, Arzt"
"Dr. med. Karen Apel, Buchholz, Chirurgin, Ärztin"
" Matthias Rose, Buchholz, Allgemeinmediziner, Arzt"
"Dr. Karsten Knoop, Buchholz, Facharzt für Innere Medizin, Arzt"
"Dr. med. Klaus Martens, Buchholz, Orthopäde, Arzt"
"Dr. med. Lars Suhrbier, Buchholz, Chirurg, Arzt"
"Dr. med. Murwan Ayoub, Buchholz, Facharzt für Innere Medizin, Arzt"
"Dr. med. Günther Bohlen, Buchholz, Strahlentherapeut, Arzt"
"Dr. med. Marc Weidner, Buchholz, Chirurg, Arzt"
" Tammo Albers, Buchholz, Facharzt für Innere Medizin, Arzt"
"Dr. med. Kai Rathjen, Buchholz, Anästhesist, Arzt"
"Dr. med. Linda Wanke, Buchholz, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Heike Schieder, Buchholz, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Kyra Lauritzen, Buchholz, Augenärztin, Ärztin"
"Dr. med. Jens Hummel, Buchholz, HNO Arzt, Arzt"
"Dr. med. Harald Begemann, Buchholz, Frauenarzt, Arzt"
" Christian Prettin, Buchholz, Allgemeinmediziner, Arzt"
" Manfred Steier, Buchholz, Praktischer Arzt, Arzt"
" Ruth Maria-Theresia Meents, Buchholz, Frauenärztin, Ärztin"
"Dr. med. Petra Leschig, Buchholz, Allgemeinmedizinerin, Ärztin"
" Carsten Hinz, Buchholz, Allgemeinmediziner, Arzt"
"Dr. med. Hendrik Seiwerts, Buchholz, Allgemeinmediziner, Arzt"
"Dipl. - Med. Angela Banse, Buchholz, Praktische Ärztin, Ärztin"
"Dr. med. Paraskevi Tatsis, Buchholz, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Dieter Pöhlau, Asbach, Neurologe, Arzt"
"Dr. Dr. med. Abdullah Soofizadeh, Buchholz, Mund-Kiefer-Gesichtschirurg, Arzt"
" Hans-Carsten Braun, Buchholz, Urologe, Arzt"
"Dr. med. Dirk Oberbeck, Buchholz, Urologe, Arzt"
"Dr. med. Knut Briken, Eystrup, Allgemeinmediziner, Arzt"
"Dr. med. Wilfried Rosenstein, Asendorf, Allgemeinmediziner, Arzt"
" Sylke Maren Füting, Eystrup, Allgemeinmedizinerin, Ärztin"
" Malgorzata Joanna Robak, Haßbergen, Praktische Ärztin, Ärztin"
"Dr. med. Frank Müller, Asendorf, Facharzt für Innere Medizin, Arzt"
" Axel Kuhlmann, Eystrup, Facharzt für Innere Medizin, Arzt"
"Dr. med. Frank Schimansky, Eystrup, Facharzt für Innere Medizin, Arzt"
"Dr. med. Karl-Heinz Aeffner, Wietzen, Allgemeinmediziner, Arzt"
"Dr. med. Silvia Müller-Gongoll, Asendorf, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Cornelia Grunewald, Hoya, Augenärztin, Ärztin"
"Dr. med. Christian Flöhr, Hoya, Augenarzt, Arzt"
"Dr. med. Andreas Müller, Hoya, Augenarzt, Arzt"
"Dr. med. Marta Anna Klemeier, Hoya, Frauenärztin, Ärztin"
" Anja Zolleck, Hoya, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Sina Ahlers, Hoya, Augenärztin, Ärztin"
"PD Dr. med. Christian Ahlers, Hoya, Augenarzt, Arzt"
"Dr. med. Ellen Huth, Hoya, Allgemeinmedizinerin, Ärztin"
" Jurij Eremenko, Rhaunen, Allgemeinmediziner, Arzt"
"Dr. med. Frank Wehner, Hoya, Hautarzt, Arzt"
" Marlies Sextro, Hoya, Frauenärztin, Ärztin"
"Dr. med. Raimund Binnewies jun., Hoya, Allgemeinmediziner, Arzt"
"Dr. med. Jürgen Schaacke, Hoya, Allgemeinmediziner, Arzt"
" Hans-Martin Ernst, Hoya, Allgemeinmediziner, Arzt"
"Dr. med. Lars Budde, Hoya, Facharzt für Innere Medizin, Arzt"
" Svenja Hilger, Hoya, Allgemeinmedizinerin, Ärztin"
"Dr. med. Heinz Arendt, Hoya, Facharzt für Innere Medizin, Arzt"
"Dr. med. Till Alexander Spreemann, Bücken, Kinderarzt, Arzt"
"Dr. med. Gerd Iseler, Bücken, Allgemeinmediziner, Arzt"
"Dr. med. Monika Blüml, Neukirchen vorm Wald, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Sigrid Pühringer, Hauzenberg, HNO Ärztin, Ärztin"
"Dr. med. Heidi Massinger-Biebl, Waldkirchen, Frauenärztin, Ärztin"
"Dr. Georg-Helmut Nistor, Ruderting, Praktischer Arzt, Arzt"
"Dr. med. Christoph F. Bubb, Hauzenberg, Chirurg, Arzt"
"Dr. Merter Nilüfer, Hauzenberg, Augenarzt, Arzt"
" Stanislav Svaral, Waldkirchen, Facharzt für Innere Medizin, Arzt"
"Dr. med. Philipp Bornebusch, Waldkirchen, Frauenarzt, Arzt"
"Dr. med. Martina Voelkel, Hauzenberg, Allgemeinmedizinerin, Ärztin"
" Urs Zettler, Zeltingen-Rachtig, Allgemeinmediziner, Arzt"
"Dr. med. Reiner Dietz, Waldkirchen, Allgemeinmediziner, Arzt"
"Dr. med. Karolina Heckenlauer, Hauzenberg, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. habil. Michael Schimmer, Hauzenberg, Kinderarzt, Arzt"
"Dr. med. Andreas Püschel, Passau, Facharzt für Innere Medizin, Arzt"
"Dr. med. Behzat C. Ünel, Waldkirchen, Chirurg, Arzt"
"Dr. med. Elke Kessler-Faschingbauer, Röhrnbach, Allgemeinmedizinerin, Ärztin"
" Sigrid Preinfalk, Hutthurm, Allgemeinmedizinerin, Ärztin"
"Dr. med. Thomas Meisl, Hutthurm, Facharzt für Innere Medizin, Arzt"
"Dr. med. Andreas Baumann, Hutthurm, Anästhesist, Arzt"
"Dr. med. Catherine Combe, Salzweg, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Annette Weber, Salzweg, Allgemeinmedizinerin, Ärztin"
"Dr. med. Josef Meisl, Hutthurm, Allgemeinmediziner, Arzt"
"Dr. med. Hubert Preinfalk, Hutthurm, Allgemeinmediziner, Arzt"
"Dr. med. Josef Friedrich, Hutthurm, Facharzt für Innere Medizin, Arzt"
" Christian Ziselsberger, Hutthurm, Frauenarzt, Arzt"
"Dr. med. Tobias Friedrich, Hutthurm, Facharzt für Innere Medizin, Arzt"
"Dr. med. Joachim Fürst, Hutthurm, Chirurg, Arzt"
"Dr. med. Axel Flohe, Büchlberg, Allgemeinmediziner, Arzt"
"Dr. med. Ute Richter, Bückeburg, Allgemeinmedizinerin, Ärztin"
"Dr. Dr. Stein Tveten, Kempten (Allgäu), Chirurg, Arzt"
"Dr. med. Andreas Streller, Bückeburg, Praktischer Arzt, Arzt"
"Dr. med. Andreas Schulz, Bückeburg, Allgemeinmediziner, Arzt"
"Dr. med. Hans-Jörg Müller, Bückeburg, Facharzt für Innere Medizin, Arzt"
" Marlene Florange, Bückeburg, Allgemeinmedizinerin, Ärztin"
"Dr. med. Christoph Ernst Schnorr, Bückeburg, Allgemeinmediziner, Arzt"
" Bettina Berlinghof, Bückeburg, Frauenärztin, Ärztin"
"Dr. med. Kerstin Florian, Bückeburg, Kinderärztin, Ärztin"
"Dr. Gernold Schmidtke, Bückeburg, Allgemeinmediziner, Arzt"
" Jörg Matthias Illig, Bückeburg, Allgemeinmediziner, Arzt"
"Dr. med. Mattias Schröder, Bückeburg, Facharzt für Innere Medizin, Arzt"
" Ngoc Thanh Truong, Bückeburg, Allgemeinmediziner, Arzt"
" Heinrich Dick, Bückeburg, HNO Arzt, Arzt"
" Ulrike Weitkemper, Bückeburg, Allgemeinmedizinerin, Ärztin"
" Ulrich Mohr, Bückeburg, Allgemeinmediziner, Arzt"
"Dr. med. Helmut Warnecke, Bückeburg, Allgemeinmediziner, Arzt"
"Dr. med. Stephan Riechmann, Bückeburg, HNO Arzt, Arzt"
"Dr. med. Stefan Fischinger, Bückeburg, Orthopäde, Arzt"
"Dr. med. Angelika Pape-Streller, Bückeburg, Praktische Ärztin, Ärztin"
"Dr. med. Axel Frank, Bückeburg, Allgemeinmediziner, Arzt"
"Dr. med. Robert Schmid, Wiggensbach, Allgemeinmediziner, Arzt"
"Dr. med. Martin Florian, Bückeburg, Kinderarzt, Arzt"
"Dr. med. Andrea Frank, Bückeburg, Allgemeinmedizinerin, Ärztin"
"Dr. med. Susanne Müller, Bückeburg, Allgemeinmedizinerin, Ärztin"
"Dr. Walter Hagel, Bückeburg, Augenarzt, Arzt"
"Dr. med. Justus Pahlow, Bückeburg, Allgemeinmediziner, Arzt"
" Mortaza Alebrahim-Dehkordy, Bückeburg, Urologe, Arzt"
" Othard August Möller, Bückeburg, Allgemeinmediziner, Arzt"
"Dr. med. Bernd-Michael Lang, Spardorf, Chirurg, Arzt"
"Dr. med. Gerhard Lechner, Spardorf, Unfalloperateur, Arzt"
"Dr. med. Harald Knorr, Erlangen, Augenarzt, Arzt"
"Prof. Dr. Dr. h. c. Raymund E. Horch, Erlangen, Chirurg, Arzt"
"Dr. med. Christian Schmidkonz, Erlangen, Nuklearmediziner, Arzt"
"Dr. med. Andreas Arnold, Erlangen, Facharzt für Innere Medizin, Arzt"
"Prof. Dr. Dr. med. Heinrich Iro, Erlangen, HNO Arzt, Arzt"
"Dr. med. Mario Richterstetter, Erlangen, Urologe, Arzt"
"Dr. med. Michael J. Eckart, Erlangen, Facharzt für Innere Medizin, Arzt"
"Dr. med. Thomas Kasanmascheff, Erlangen, Allgemeinmediziner, Arzt"
"Dr. med. Stefan El-Gayar, Erlangen, Augenarzt, Arzt"
"Dr. med. Heike Eckardt, Erlangen, Augenärztin, Ärztin"
"Dr. med. Frank Ulrich, Erlangen, Augenarzt, Arzt"
"Dr. Andreas Grimm, Erlangen, Plastischer Chirurg, Arzt"
"Dr. med. Michaela Frosz, Erlangen, Augenärztin, Ärztin"
"Dr. med. Klaus Haas, Erlangen, Augenarzt, Arzt"
"Dr. med. Henning Altmeppen, Erlangen, Chirurg, Arzt"
"Dr. med. Leonard Fraunberger, Erlangen, Facharzt für Innere Medizin, Arzt"
"Dr. med. Guido Lehnert, Uttenreuth, Facharzt für Innere Medizin, Arzt"
"Dr. med. Esra Onay-Ehrensberger, Erlangen, Allgemeinmedizinerin, Ärztin"
"Dr. med. Matthias Weitbrecht, Erlangen, Urologe, Arzt"
"Dr. med. Wolfgang Weiß, Buckenhof, Arbeitsmediziner, Arzt"
" Martina Schmidt, Buckenhof, Allgemeinmedizinerin, Ärztin"
"Dr. med. Fredo Otto Grube, Buckenhof, Facharzt für Innere Medizin, Arzt"
"Dr. med. Ulrike Rottenberger, Buckenhof, Praktische Ärztin, Ärztin"
"Dr. med. Manfred Kreißel, Buckenhof, Praktischer Arzt, Arzt"
"Dr. med. Wolfgang Schmidt, Buckenhof, Allgemeinmediziner, Arzt"
"Dr. med. Simona Vogtmann, Buckenhof, Allgemeinmedizinerin, Ärztin"
" Georg Hessel, Buchloe, Allgemeinmediziner, Arzt"
"Dr. med. Inge Döring, Schwarzenbek, Allgemeinmedizinerin, Ärztin"
"Dr. med. Zehra Bastürk Beyaz, Bückeburg, Fachärztin für Innere Medizin, Ärztin"
" Aida Zerahn-Didovic, Kaisersesch, Augenärztin, Ärztin"
"Dr. med. Christiane Buff, Kaisersesch, Allgemeinmedizinerin, Ärztin"
"Dr. med. Astrid Jeschke, Buchen, Fachärztin für Psychosom. Med.u.Psychotherap., Ärztin"
"Dr. med. Ulrich J. Exner, Dorfen, Facharzt für Innere Medizin, Arzt"
" Jindrich Bote, Eching, Praktischer Arzt, Arzt"
"Dr. med. Cvetan Taskov, Erding, Chirurg, Arzt"
"Dr. med. Berthold Karbach, Emmelshausen, Allgemeinmediziner, Arzt"
"Dr. med. Gerhard Herold, Dietenheim, Facharzt für Innere Medizin, Arzt"
"Dr. med. Martina Kuhn-Halder, Illertissen, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Renata Lysy, Möhrendorf, Kinderärztin, Ärztin"
"Dr. med. Hans-Joachim Schepp, Erlangen, Orthopäde, Arzt"
"Dr. med. Danielle Osorio, Bubenreuth, Fachärztin für Psychosom. Med.u.Psychotherap., Ärztin"
"Dr. med. Annette Fehn, Bubenreuth, Praktische Ärztin, Ärztin"
"Dr. med. Regina Klein, Bubenreuth, Allgemeinmedizinerin, Ärztin"
"Dr. med. Johanne Wilhelm-Wrege, Bubenreuth, Allgemeinmedizinerin, Ärztin"
"Dr. med. Annette Fürst-Mathilakathu, Bubenreuth, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Mark Beider, Bubenreuth, Facharzt für Innere Medizin, Arzt"
" Dorothea Jurisch, Bubenreuth, Praktische Ärztin, Ärztin"
" Hubertus Glanz, Dietenheim, Frauenarzt, Arzt"
"Dr. med. Klaus Besel, Vöhringen, Allgemeinmediziner, Arzt"
"Dr. med. Doris Ruf, Dietenheim, Fachärztin für Innere Medizin, Ärztin"
" Ralf Jörg Odermath, Illertissen, Allgemeinmediziner, Arzt"
"Dr. med. Tijana Sumer, Illertissen, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Nina Herner, Weißenhorn, Allgemeinmedizinerin, Ärztin"
"Dipl. - Med. Barbara Fleischhauer, Jena, Allgemeinmedizinerin, Ärztin"
"Dr. med. Arne Wilharm, Jena, Chirurg, Arzt"
"Dipl. - Med. Ivan Marintschev, Jena, Chirurg, Arzt"
"Dipl. - Med. Sabine Bartel-Glaw, Jena, Frauenärztin, Ärztin"
"Dipl. - Med. Ingo Butters, Jena, Allgemeinmediziner, Arzt"
"Dr. med. Hansgeorg Siebert, Jena, Oralchirurgie, Arzt"
"Prof. Dr. Dr. med. Stefan Schultze-Mosgau, Jena, Mund-Kiefer-Gesichtschirurg, Arzt"
"Dr. med. Katrin Lohse, Jena, Augenärztin, Ärztin"
"Dr. med. Anke Göckeritz, Jena, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Beatrix Fechtel, Jena, Frauenärztin, Ärztin"
" Antje Bellstedt, Jena, Allgemeinmedizinerin, Ärztin"
"Dr. med. Karsten Gneist, Jena, Allgemeinmediziner, Arzt"
"Prof. Dr. med. Susanne Lang, Jena, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Michael Herzau, Jena, Nuklearmediziner, Arzt"
"Dr. med. Sebastian Kunstmann, Jena, Allgemeinmediziner, Arzt"
"Dr. med. Norman Best, Jena, Rehabilitationsarzt, Arzt"
"Dr. med. Gwendolyn Pagel, Jena, Kinderärztin, Ärztin"
"Dr. med. Christian Andreas, Jena, Allgemeinmediziner, Arzt"
"Dr. med. Christina Laska, Jena, Allgemeinmedizinerin, Ärztin"
"Dr. med. Christian Fleischhauer, Jena, Allgemeinmediziner, Arzt"
"Dr. med. Christoph Mauch, Jena, Allgemeinmediziner, Arzt"
"PD Dr. med. habil. Gisela Mattigk, Jena, Kinderpsychiaterin, Ärztin"
"Dipl. - Med. Claudia Hartung-Roschke, Magdala, Allgemeinmedizinerin, Ärztin"
" Jörg Wilski, Jena, Facharzt für Psychosom. Med.u.Psychotherap., Arzt"
"PD Dr. med. Sabine Malur, Jena, Frauenärztin, Ärztin"
" Michael Freyer, Jena, Allgemeinmediziner, Arzt"
" Ulrike Stelzer, Jena, Psychiatrie u.Psychotherapie, Ärztin"
"Dr. med. Barbara Grimm, Jena, Frauenärztin, Ärztin"
"Prof. Dr. med. Jörg Seidel, Jena, Kinderarzt, Arzt"
"Dr. med. Christina Andrä, Bucha, Augenärztin, Ärztin"
" Matthias Kohlmann, Illertissen, Allgemeinmediziner, Arzt"
" Viktor Göttmann, Weißenhorn, Orthopäde und Unfallchirurg, Arzt"
"Dr. med. Sabine Grun, Weißenhorn, Fachärztin für Innere Medizin, Ärztin"
"PD Dr. med. Georg Großmann, Weißenhorn, Facharzt für Innere Medizin, Arzt"
" Klaus Reinelt, Vöhringen, Allgemeinmediziner, Arzt"
"Dr. med. Hilmar Schnurr, Illertissen, Facharzt für Innere Medizin, Arzt"
"Dr. med. Christine Auer, Weißenhorn, Fachärztin für Innere Medizin, Ärztin"
"Dr. Dr. med. Dieter Ulbrich, Weißenhorn, Allgemeinmediziner, Arzt"
" Claudia Mosler, Vöhringen, Allgemeinmedizinerin, Ärztin"
"Dr. med. Rudolf Remppis, Weißenhorn, Allgemeinmediziner, Arzt"
"Dr. med. Monika Bailer, Illertissen, Allgemeinmedizinerin, Ärztin"
"Dr. med. Andreas Joh. Hönle, Vöhringen, Facharzt für Innere Medizin, Arzt"
"Dr. med. Christine Beck-Faraji, Illertissen, Neurologin, Ärztin"
" Roland Grotenklas, Weißenhorn, Praktischer Arzt, Arzt"
"Dr. med. Ute Preschke, Altenstadt, Allgemeinmedizinerin, Ärztin"
"Dr. med. Joachim Dieckmann, Buchholz, Facharzt für Innere Medizin, Arzt"
"Dr. med. Sabine Ott-Oechsle, Dietenheim, Neurologin, Ärztin"
"Dr. med. Werner Schmidbaur, Weißenhorn, Facharzt für Innere Medizin, Arzt"
"Dr. med. Kurt Konrad, Weißenhorn, Allgemeinmediziner, Arzt"
" Patrick Brachmann, Buch, Praktischer Arzt, Arzt"
"Dr. med. Rudolf Brachmann, Buch, Allgemeinmediziner, Arzt"
"Dr. med. Carsten Stöber, Treis-Karden, Allgemeinmediziner, Arzt"
"Dr. med. Olga Regier, Blankenrath, Allgemeinmedizinerin, Ärztin"
"Dr. med. Roman Schweig, Blankenrath, Allgemeinmediziner, Arzt"
"Dr. med. Alexandra Ahlert, Blankenrath, Allgemeinmedizinerin, Ärztin"
" Christine Kappel, Kastellaun, Frauenärztin, Ärztin"
" Andreas Chantzaras, Kastellaun, Augenarzt, Arzt"
"Dr. med. Thomas Schwarz, Kastellaun, Augenarzt, Arzt"
"Dr. med. Roman Born, Kastellaun, Facharzt für Innere Medizin, Arzt"
" Andreas Chantzaras, Kastellaun, Augenarzt, Arzt"
"Dr. med. Axel Müller, Kastellaun, Facharzt für Innere Medizin, Arzt"
"Dr. med. Stana Bugarschi, Kastellaun, HNO Ärztin, Ärztin"
" Ralf Rudolf Lippel, Kastellaun, HNO Arzt, Arzt"
"Dr. med. Vera Puschatzki, Kastellaun, Kinderärztin, Ärztin"
" Günter Stiewe, Kastellaun, Psychiatrie u.Psychotherapie, Arzt"
"Dr. med. Gerald Mühlbauer, Kastellaun, Allgemeinmediziner, Arzt"
"Dr. med. Alexander Friedland, Kastellaun, Chirurg, Arzt"
"Dr. med. Dagmar Hartmann, Kastellaun, Allgemeinmedizinerin, Ärztin"
"Dr. med. Hartmut Merk, Kastellaun, Orthopäde, Arzt"
"Dr. med. Roland Mühlbauer, Kastellaun, Allgemeinmediziner, Arzt"
"Dr. med. Michael Moog, Kastellaun, Frauenarzt, Arzt"
"Dr. med. Rolf Schwenk, Kastellaun, Kinderarzt, Arzt"
" Wilhelm Berger, Kastellaun, Allgemeinmediziner, Arzt"
"Dr. med. Anja Bilsing, Kastellaun, Neurologin, Ärztin"
" Wolfgang Born, Kastellaun, Allgemeinmediziner, Arzt"
"Dr. med. Rainer Zoch, Kastellaun, Augenarzt, Arzt"
" Dieter Austgen, Mastershausen, Allgemeinmediziner, Arzt"
" Katja M. Piroth, Buch, Fachärztin für Innere Medizin, Ärztin"
"Dr. Ramin Tirajeh, Kastellaun, Allgemeinmediziner, Arzt"
"Dr. med. Dost Mohammad, Erding, Praktischer Arzt, Arzt"
"Dr. med. Stefan Emme, Erding, Hautarzt, Arzt"
"Dr. med. Claus-Erich Krüger, Ebersberg, Facharzt für Innere Medizin, Arzt"
"Dr. med. Sebastian Hartmann, Wörth, Facharzt für Innere Medizin, Arzt"
" Kilian Emslander, Wörth, Chirurg, Arzt"
"Dr. med. Hella Müller, Forstinning, Allgemeinmedizinerin, Ärztin"
"Dr. med. Bernhard Nimmrichter, Hohenlinden, Facharzt für Innere Medizin, Arzt"
"Dr. med. Bernhard Nimmrichter, Forstinning, Facharzt für Innere Medizin, Arzt"
"Dr. med. Stefan Greimel, Markt Schwaben, Facharzt für Innere Medizin, Arzt"
"Dr. med. Matthias Brilmayer, Forstinning, Facharzt für Innere Medizin, Arzt"
"Dr. med. Matthias Wenck, Markt Schwaben, Facharzt für Psychosom. Med.u.Psychotherap., Arzt"
"Dr. Agneta-Reca Lecca, Markt Schwaben, Hautärztin, Ärztin"
"Dr. med. Ingrid Metz, Walpertskirchen, Praktische Ärztin, Ärztin"
"Dr. med. Frederick Jensch, Markt Schwaben, Augenarzt, Arzt"
"Dr. med. Alina Cocos, Markt Schwaben, Kinderärztin, Ärztin"
"Dr. med. Christine Kunzelmann, Erding, Psychiatrie u.Psychotherapie, Ärztin"
"Dr. med. Fabian Geiger, Wörth, Allgemeinmediziner, Arzt"
" Udo Hahn, Isen, Allgemeinmediziner, Arzt"
"Dr. Florian Bräuer, Isen, Allgemeinmediziner, Arzt"
"Dr. med. Bärbel Dodt, Isen, Allgemeinmedizinerin, Ärztin"
"Dr. med. Bettina Schlemmer, Isen, Allgemeinmedizinerin, Ärztin"
"Dr. med. Susanne Gerster, Pastetten, Allgemeinmedizinerin, Ärztin"
"Dr. med. Lothar König, Forstern, Allgemeinmediziner, Arzt"
"Dr. med. Astrid Wehner, Hoya, Augenärztin, Ärztin"
" Udo Hahn, Isen, Allgemeinmediziner, Arzt"
"Dr. med. Natalie Lex, Pastetten, Allgemeinmedizinerin, Ärztin"
" Michael Schrägle, Isen, Allgemeinmediziner, Arzt"
" Emilie Schneider-Rosenbeiger, Buch am Buchrain, Allgemeinmedizinerin, Ärztin"
"Dr. med. Monika Grasser, Buch am Buchrain, Kinderärztin, Ärztin"
"Dr. med. Andreas Wenner, Moosburg, Facharzt für Innere Medizin, Arzt"
"Dr. med. Albert Dichtl, Moosburg, Augenarzt, Arzt"
"Dr. med. Annette Buchholz, Wartenberg, Rehabilitationsärztin, Ärztin"
" Irena Gregor-Bote, Eching, Praktische Ärztin, Ärztin"
"Dr. Antonie Pointl, Isen, Allgemeinmedizinerin, Ärztin"
"Dr. med. Thomas Geiner, Moosburg, Praktischer Arzt, Arzt"
"Dr. med. Christoph Mathes, Moosburg, Facharzt für Innere Medizin, Arzt"
" Gabriele Aigner, Altfraunhofen, Allgemeinmedizinerin, Ärztin"
"Dr. med. Kirsten Englert-Mathes, Moosburg, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Eva Walenta, Wartenberg, Allgemeinmedizinerin, Ärztin"
"Dr. med. Johannes Spatz, Moosburg, Allgemeinmediziner, Arzt"
"Dr. med. Uwe Schubart, Vilsheim, Allgemeinmediziner, Arzt"
"Dr. med. Karl-Heinz Holzer, Moosburg, Chirurg, Arzt"
"Dr. med. Georg Wagner, Moosburg, Facharzt für Innere Medizin, Arzt"
" Susanne Schober, Wartenberg, Praktische Ärztin, Ärztin"
"Dr. med. Sebastian Schwaiger, Moosburg, Allgemeinmediziner, Arzt"
"Dr. med. Jens Lörsch, Vilsheim, Allgemeinmediziner, Arzt"
"Dr. med. Linda Hamadeh, Moosburg, Frauenärztin, Ärztin"
" Katharina Lössl, Altfraunhofen, Allgemeinmedizinerin, Ärztin"
"Dr. Jens Bechthold, Moosburg, Psychiatrie u.Psychotherapie, Arzt"
"Dr. med. Monika Strasser, Moosburg, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Gertraud Lückhoff, Vilsheim, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Harald Fauser, Bruckberg, Facharzt für Innere Medizin, Arzt"
"Dr. med. Kilian Veith, Wartenberg, Orthopäde und Unfallchirurg, Arzt"
"Dr. med. Gerhard Mehltretter, Moosburg, Facharzt für Innere Medizin, Arzt"
"Dr. med. Georg Paintner, Bruckberg, Allgemeinmediziner, Arzt"
" Peter Maria Otto, Tiefenbach, Allgemeinmediziner, Arzt"
"Dr. med. Klaus Tiedemann, Moosburg, Allgemeinmediziner, Arzt"
"Dr. med. Mihaela Jakobi, Buch am Erlbach, Allgemeinmedizinerin, Ärztin"
"Dr. med. Christian Zillinger, Dorfen, Facharzt für Innere Medizin, Arzt"
" Ina Albrich, Dorfen, Kinderärztin, Ärztin"
" Anna Maria von Preysing, Velden, Praktische Ärztin, Ärztin"
"Dr. med. Jakob Sinzinger, Dorfen, Radiologe, Arzt"
"Dr. med. Ernst Hiermer, Ampfing, Praktischer Arzt, Arzt"
"Dr. med. Hildegard Mauer-Straka, Obertaufkirchen, Praktische Ärztin, Ärztin"
"Dr. med. Emil Rudolf, Dorfen, Allgemeinmediziner, Arzt"
"Dr. med. Bernhard Bogner, Velden, Praktischer Arzt, Arzt"
"Dr. med. Ludwig Rudolf, Dorfen, Facharzt für Innere Medizin, Arzt"
"Dr. med. Julia Kiskalt, Dorfen, Allgemeinmedizinerin, Ärztin"
"Dr. med. Bertram Arendt, Dorfen, Allgemeinmediziner, Arzt"
" Gertrud Maria Emlinger-Leitl, Velden, Allgemeinmedizinerin, Ärztin"
"Dr. med. Ludwig Rudolf, Dorfen, Facharzt für Innere Medizin, Arzt"
"Dr. med. Anette Keller, Dorfen, Fachärztin für Innere Medizin, Ärztin"
" Wolfgang Kerschl, Dorfen, Chirurg, Arzt"
"Prof. Dr. med. Folke Schriever, Dorfen, Facharzt für Innere Medizin, Arzt"
"Prof. Dr. med. Folke Schriever, Dorfen, Facharzt für Innere Medizin, Arzt"
"Dr. med. Gustav Sommer, Dorfen, Allgemeinmediziner, Arzt"
"Dr. med. Erich Matejka, Velden, Allgemeinmediziner, Arzt"
"Dr. med. Schirin Gholam, Dorfen, Frauenärztin, Ärztin"
"Dr. med. Esther Bubel, Schwindegg, Fachärztin für Innere Medizin, Ärztin"
" Nikolaus Westenthanner, Schwindegg, Allgemeinmediziner, Arzt"
